val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
2.3008248805999756,156096384.0,1.8632601205853447,160498646.95652175
2.1490166187286377,144730896.0,1.7528430361678635,174648229.10144928
1.9813594818115234,134688624.0,1.7064625629480334,170424396.52173913
2.132488965988159,136106352.0,1.637927608213563,174770663.42028984
1.9845657348632812,108332488.0,1.5647271491479182,166821101.2173913
1.7897870540618896,111117816.0,1.5206674181896707,160404296.8115942
2.1851043701171875,110836312.0,1.4742323419322139,162394773.33333334
2.380065441131592,96388232.0,1.360098149465478,159193167.76811594
2.206834077835083,116062912.0,1.3301807503769363,149745406.14492753
2.4998254776000977,78762528.0,1.3137872737386953,149264441.2753623
2.184161424636841,109645360.0,1.336533666520879,126103958.49275362
2.2883400917053223,110690672.0,1.2314218939214512,121941648.23188406
2.395155906677246,104596760.0,1.1946597695350647,116025021.39130434
2.0544421672821045,99793392.0,1.173802027667778,94433256.46376811
2.0096120834350586,119786200.0,1.1900512325590935,91195671.76811594
2.123910903930664,79382248.0,1.363830124122509,113312252.75362319
2.256870985031128,98473040.0,1.1568628851918206,71286732.89855072
2.152338981628418,112390600.0,1.1407512236332549,73339419.6231884
2.162655830383301,110255248.0,1.1325078252433003,63738745.04347826
2.1191816329956055,120176712.0,1.131074601325436,61402731.27536232
2.429910659790039,112506008.0,1.1244239841682324,55089297.88405797
2.0168569087982178,75088960.0,1.1740671163019927,64702898.43478261
2.5916621685028076,117707856.0,1.1483678454938142,53289817.15942029
2.588742971420288,122870208.0,1.1299142500628596,50980250.69565217
2.1062564849853516,122941624.0,1.3304491284964741,54895148.927536234
2.46697998046875,121029312.0,1.1715707044670547,62048637.79710145
2.533454418182373,122403032.0,1.1204025926797285,49762643.73913044
2.5404272079467773,123257008.0,1.1118655109751052,40832656.01449275
2.5372581481933594,123516488.0,1.109350473984428,41001397.97101449
2.525261878967285,123103720.0,1.1081899862358535,37452568.84057971
2.5749714374542236,123708848.0,1.1040927119877026,33481745.22463768
2.5898334980010986,124301872.0,1.1034705379734868,31952556.23188406
2.2337937355041504,124553016.0,1.137003463247548,54897433.5942029
2.7282397747039795,124218760.0,1.143745728161024,54855394.376811594
2.620121717453003,124018520.0,1.1975793389306553,62115547.97101449
2.6543002128601074,124761488.0,1.1252730540607288,37726614.43478261
2.654572010040283,124300584.0,1.1030576021774956,35343569.24637681
2.624394416809082,124113344.0,1.1070726410202358,35279582.20289855
2.6094396114349365,118465600.0,1.1212473053863083,44386885.53623188
2.5913476943969727,105554600.0,1.1149547030960305,41722285.91304348
2.621610641479492,124859584.0,1.1027043142180513,27079810.101449274
2.5435264110565186,119705984.0,1.2287382315034452,37907632.652173914
2.7432312965393066,119713888.0,1.1010528500529304,30162877.333333332
2.7259929180145264,120871768.0,1.0996447231458581,29339390.228055872
2.7146575450897217,123907976.0,1.097194821074389,24715852.81884058
2.710681200027466,123971296.0,1.0967594333316968,25637001.898550726
2.6519527435302734,123984912.0,1.0969531812529634,23244109.427649457
2.7816333770751953,123675600.0,1.0967576728350874,24292797.13768116
2.6736443042755127,124049312.0,1.0970894754796787,22189982.0
2.8419923782348633,124182248.0,1.095510558805604,21276617.63722826
2.8637328147888184,124503248.0,1.0951025572375974,19143851.782608695
2.6135144233703613,118613032.0,1.109595106995624,32881684.014492754
2.6195714473724365,121493936.0,1.1222717096840127,36260443.123188406
1.7658462524414062,107846416.0,1.2061271386733954,29467447.253623188
2.621495008468628,123609496.0,1.2570992138074792,46628875.04347826
2.62790584564209,122266736.0,1.0999531590420266,28337780.42753623
2.640902519226074,122205496.0,1.0956651715264805,21817909.4057971
2.632331371307373,122485400.0,1.0953425117160962,20837394.971014492
2.6246843338012695,122956912.0,1.0999182678651118,20752391.347826086
2.6465511322021484,123453824.0,1.0976771703664807,22529225.736413043
2.648988723754883,123908000.0,1.0969342088353806,21145568.31884058
2.6864094734191895,123953944.0,1.0959230082622473,17034757.173913043
